vs@0,vs@1,vs@2,vs@3,vs@4,vs@5,vs@6,vs@7,vs@8,vs@9,vs@10,vs@11,vs@12,vs@13,vs@14,vs@15,vs@16,vs@17,vs@18,vs@19,vs@20,vs@21,vs@22,vs@23,vs@24,vs@25,vs@26,vs@27,vs@28,vs@29,vs@30
432.2355,515.0422,497.28406,497.9649,505.79913,506.239,512.6105,522.638,541.8245,538.03845,553.83386,552.4698,582.2718,585.5652,612.36176,619.959,628.26044,641.6573,649.27515,670.32294,700.9984,718.0496,711.2797,730.2729,727.5607,773.7204,784.4309,763.53815,804.0266,804.6001,811.18317
425.32516,507.56708,489.1147,488.8136,495.96124,496.98898,502.0755,510.93683,531.05566,525.9825,543.67914,542.7457,569.6171,574.92035,600.899,607.9734,616.70984,629.6142,637.3741,657.79565,687.5221,705.89575,699.385,717.81714,715.0407,760.7452,771.6264,749.5108,789.7651,790.80304,797.47577
436.87225,414.15176,430.80936,429.19614,433.716,427.23706,428.2559,424.2699,431.82315,437.22464,448.1828,458.7494,479.32498,494.80945,512.83777,528.36127,551.0876,569.46326,587.68054,612.8564,649.68396,678.79114,687.31573,711.9165,718.8611,760.9549,786.02234,785.8251,806.84784,801.54114,804.2337
365.65732,320.31232,317.83038,313.9145,316.27756,324.85788,328.94302,329.07935,336.9645,347.23892,350.8556,368.36304,384.49197,396.07797,405.85883,415.86697,429.42075,436.84814,450.07465,464.9559,479.0611,506.39432,516.85986,530.3025,527.53424,554.6394,575.9213,572.1952,589.3244,592.28143,590.1504
332.21582,296.056,301.82132,301.08746,304.24994,315.6586,318.55463,318.97562,327.04254,337.01956,338.09555,358.09753,375.2356,384.81342,395.36038,405.1836,418.46826,424.86877,437.09174,453.86887,466.41907,491.94952,502.2239,513.5245,511.21902,534.536,555.3656,553.6443,568.1037,572.37695,568.8493
353.50616,305.78748,308.19492,307.29297,310.61658,320.5887,323.86362,324.26822,332.15607,342.80157,345.00323,363.59424,380.412,391.09372,401.13763,411.3204,424.89606,432.0944,444.79272,460.3422,474.43698,501.34015,511.3879,524.7277,523.02686,548.2772,571.6113,569.5376,583.9915,587.14935,582.34924
379.8847,372.95645,363.81235,352.0206,350.66757,357.5029,358.93942,354.12964,367.58197,372.35828,383.76382,399.43512,407.3896,418.28024,429.72214,439.413,451.86026,458.05344,472.843,486.5988,497.38995,523.3202,529.16846,539.82635,534.7723,569.3415,582.86597,569.9968,595.1133,601.6954,607.9766
399.13535,382.47812,396.98285,392.3858,393.05838,387.84683,390.2286,387.02374,396.4916,404.90518,413.3815,425.33224,443.73013,458.6794,474.3608,488.3969,508.4782,524.3042,541.7455,562.35736,591.79004,620.50433,624.83887,645.14496,646.5167,683.52277,708.25476,702.29205,724.4792,718.0471,717.43774
331.47156,505.0843,378.79935,504.4749,377.09366,493.9922,397.17227,509.95502,421.02936,513.6338,434.50595,507.83896,481.30212,527.2127,529.4602,560.73145,563.1184,588.96484,582.8676,632.02423,631.99744,681.18726,637.6296,717.69653,644.31024,770.26666,696.836,812.6842,686.1597,833.8611,661.54016
891.9481,755.0534,713.03906,730.91547,721.37354,705.13934,699.68665,702.0076,727.48865,696.2674,733.0908,744.7332,751.20416,797.2196,802.99,800.2817,802.37604,806.9402,804.8981,825.62646,837.664,835.25226,820.70953,845.0329,837.92804,883.64716,899.13574,875.0229,913.68475,951.01874,993.4323
371.19107,326.69232,325.90894,322.65836,325.10648,331.51044,336.60846,336.19394,343.94226,354.37576,358.92334,375.01093,390.96802,403.29376,413.5929,423.4721,438.75314,447.50394,461.0502,475.50238,492.1774,520.9274,529.7855,545.7404,543.8966,573.0574,596.6507,592.2199,609.36444,610.9708,607.5285
868.3273,1065.2721,1109.085,1112.1486,1161.5112,1135.7465,1214.9005,1204.394,1193.2634,1201.745,1238.6827,1216.3391,1255.186,1268.298,1273.8141,1286.1465,1320.2152,1355.2844,1352.9064,1365.654,1395.275,1376.7035,1331.3503,1325.6912,1386.9907,1416.8267,1471.3429,1518.7139,1531.8346,1557.806,1565.0299
717.5086,720.97876,745.3273,751.96643,784.7499,776.07446,820.3391,823.2566,823.10657,825.19446,843.1965,842.70984,867.07025,898.32623,912.084,934.8439,960.7657,977.0406,975.38983,1004.0792,1045.4105,1041.7543,1031.027,1054.0375,1091.6691,1118.8292,1172.8274,1198.291,1206.4854,1217.6564,1214.6521
424.8391,356.12158,321.16788,299.48578,296.25528,310.22784,314.14255,313.71686,321.76773,327.80917,332.6469,353.87463,367.25043,377.549,387.09244,394.93713,405.42645,410.08487,419.39612,437.41882,444.98718,466.87598,477.61777,488.66922,486.67722,507.3976,520.8588,524.1055,540.33905,545.6999,548.68146
457.492,398.31772,360.0805,326.65833,314.1019,320.95355,323.65295,322.2551,329.53183,335.16455,342.00793,361.82562,374.5423,386.00455,394.37967,402.39163,412.43427,416.7079,425.9827,443.33603,451.18454,473.21262,484.74258,495.9612,494.04248,515.8891,530.7876,532.1043,549.4953,555.61285,557.9581
414.45557,403.07968,402.41788,395.80164,401.15817,409.0819,405.48825,403.67337,424.3679,416.02896,441.667,451.51303,453.32632,470.39243,483.51886,493.94016,503.21948,512.77576,525.2394,542.22986,554.3414,579.4608,577.23883,592.43787,588.58514,629.4995,644.2657,622.7642,654.4126,659.4376,665.4811
994.0107,867.1869,931.5443,928.2761,939.4877,892.41595,952.8712,922.7913,927.6397,920.115,949.5865,921.50085,970.12067,1017.8563,1019.88025,1043.0557,1050.0165,1059.984,1062.0833,1080.0436,1089.5779,1074.6753,1050.5525,1063.0615,1058.0442,1095.9213,1101.466,1077.4888,1116.8977,1136.6501,1177.2067
311.04077,375.44513,367.6762,367.6549,370.70605,372.98193,377.28778,372.99597,391.66034,392.53287,405.97836,415.14862,425.46304,438.9234,454.7525,467.5657,483.33206,493.5894,504.8739,524.5941,544.3874,572.1762,563.1085,590.3292,584.6754,622.3684,643.57587,630.44476,651.5443,652.3707,646.9293
389.6287,472.5367,479.4143,470.9721,476.38077,478.94803,482.1558,487.0045,506.68793,507.07474,519.20667,523.0607,548.3339,555.9238,579.39667,591.40106,606.323,619.1339,631.54755,651.6693,686.35,708.82947,708.26697,725.7016,725.95667,767.7265,786.75586,768.8005,796.2596,798.7161,800.73773
869.18475,704.9901,636.10706,610.3727,622.7455,625.98114,626.37933,631.71765,647.7771,624.4045,666.1795,678.464,678.20795,709.0641,716.4941,718.91187,715.2635,718.9213,721.2097,744.574,757.69183,763.2292,752.7166,762.59863,747.22797,795.7758,796.53424,757.71295,805.5442,837.9079,896.4199
342.54367,446.6653,435.40955,427.0975,431.39066,431.9022,431.87097,433.7397,452.61322,451.20224,464.33472,471.32123,490.86703,499.5545,523.29877,534.95715,551.51666,564.9598,578.7895,597.7444,630.13916,655.3392,652.7303,670.9098,671.8221,710.5805,732.203,715.06934,740.96954,741.55145,738.81934
829.57886,675.18616,607.9738,617.6595,620.2555,618.81903,597.9242,603.9918,630.7316,600.7548,657.6608,661.12866,653.12695,691.8883,705.0361,701.75885,696.6089,701.41437,702.5066,726.72504,733.75323,737.0505,722.2072,745.2023,739.85114,785.46906,800.4938,765.7889,809.1052,849.5557,904.3432
409.96088,318.97656,282.71213,269.01352,266.26587,285.1603,289.1146,289.03513,298.9007,300.78165,301.08127,325.59317,339.54633,347.75,359.08075,365.75455,376.67914,380.3979,388.47147,405.03278,411.4805,432.4075,437.87585,451.79053,447.51813,463.92633,470.35678,480.7953,496.82358,499.01797,504.76645
601.8007,592.79834,624.81464,634.31055,657.89215,655.1826,681.68225,687.7166,688.62683,695.2599,706.72253,712.59686,737.08997,760.7675,776.2951,794.1209,817.0955,831.26526,831.10657,859.59766,902.04205,905.44977,904.8573,928.0917,942.40784,978.29315,1017.0498,1024.1202,1036.6206,1044.3212,1042.837
366.6548,295.93716,280.1909,273.62143,273.83746,292.56653,296.38077,296.10327,305.09628,309.22482,309.71152,333.52243,348.08835,356.15955,367.6586,374.90915,386.05182,390.88434,399.70703,417.25934,424.3553,445.74323,453.35883,465.7635,461.9545,479.5055,487.07925,495.8916,512.0463,514.91187,520.14935
291.78683,338.78488,363.23465,362.03165,366.06155,367.50632,376.216,373.74445,385.70737,389.49796,401.33218,412.3271,425.12317,438.42102,451.19467,463.4341,477.44742,489.8219,503.93286,520.2208,540.4917,571.1486,572.6575,584.6573,575.3064,616.3928,627.5281,613.5309,644.7083,643.1881,647.37604
278.40985,349.59006,334.2554,327.8436,327.39117,333.63815,335.86728,334.05026,346.37067,359.28284,356.104,374.44092,393.23685,396.93655,413.41083,423.4938,440.16452,445.90244,464.9935,477.10104,496.92813,526.61163,526.96027,538.37964,533.084,566.5157,579.5623,572.086,596.1692,596.842,597.04877
429.2334,443.5028,455.31238,450.0514,449.7078,438.51276,441.99545,437.89105,448.78632,457.51767,461.22623,466.5925,498.30032,505.23718,529.65546,543.9548,563.0347,579.4868,597.1253,615.8807,654.17535,679.33575,679.0802,696.9103,689.28326,737.3809,738.0609,718.7669,764.33203,753.1715,769.17706
273.13785,268.09885,287.71866,286.6754,288.52014,302.81885,302.56732,303.90366,311.96027,321.08432,316.67795,341.6777,360.72473,366.96707,380.6588,388.77084,402.55875,408.95944,420.73605,438.5594,448.94077,474.217,483.16812,493.85315,492.86548,510.10532,531.2213,534.4135,543.2711,547.55457,543.94635
792.9082,704.0242,670.06464,667.53467,683.52686,679.61414,696.29095,699.26654,709.5243,707.7219,723.2387,729.27527,752.5941,783.453,795.90045,810.8631,827.02924,839.86176,838.67084,863.8837,900.5752,903.3544,899.97095,921.4884,928.8913,967.2325,993.0042,988.439,1014.0491,1029.8177,1036.5658
795.5456,724.5256,684.71106,664.2475,670.8325,666.3498,677.67,676.8395,686.1983,686.2187,703.4149,708.8857,731.0199,761.72394,776.1171,790.3317,807.5363,820.4617,820.6999,846.31067,883.47943,887.2398,885.12604,909.55194,920.7143,958.1451,989.0654,988.8663,1008.69385,1023.9368,1028.1262
728.0372,659.27045,624.8494,629.0433,641.88684,644.2565,654.2357,663.6883,676.5602,678.1918,681.4671,688.4169,717.3235,729.4642,749.9015,764.0456,779.5436,791.8895,794.53235,819.26447,858.8655,867.6242,864.4016,884.7938,892.8595,931.08966,966.3828,959.99884,973.5647,987.58545,988.92175
262.75406,219.9359,224.5973,235.82378,231.93279,248.10622,246.19568,248.26128,259.7407,257.50424,259.31247,280.60605,297.7509,302.20914,316.3458,325.64597,333.50064,335.2421,349.64307,360.5451,363.8632,386.14084,388.40628,408.0875,397.7177,409.94446,417.82684,428.76053,438.8224,442.7804,448.44385
304.11005,254.60616,233.578,234.03137,228.36913,241.24292,244.1807,246.34154,257.42343,257.29495,258.10852,275.60992,294.50888,299.6291,313.07028,322.31985,331.46072,331.53156,345.15945,355.41537,359.1055,380.28232,382.50214,401.3607,391.37076,402.11508,406.28387,416.47345,428.8167,433.73636,443.2399
276.39722,242.86153,248.48784,254.87234,253.68665,271.87918,272.13815,273.1385,283.64676,284.136,282.70612,308.13782,325.297,331.93118,344.65353,352.02216,363.06018,366.68286,376.64618,391.6852,398.20813,420.8078,425.17114,440.6354,434.31403,447.08295,455.5628,468.11093,480.56848,481.14474,485.4115
264.75623,225.78575,229.66965,240.2584,236.58363,253.53769,252.01607,253.81323,265.2272,263.55896,264.52917,286.88718,303.8542,308.759,322.51825,331.558,339.86398,341.69867,355.23102,367.07056,371.054,393.13232,395.61298,414.53546,404.6759,416.77722,424.7505,436.01486,447.1819,450.28238,455.56876
338.3686,280.23196,257.3942,251.58643,246.17302,261.5415,266.81915,268.1322,278.71793,279.61752,278.6469,299.84222,317.94214,324.98706,337.20868,345.36536,355.96417,357.05093,367.28113,380.231,386.4676,408.25497,411.3542,427.7469,419.76007,430.55908,434.30615,445.0918,460.94708,464.03857,472.24374
268.62732,232.7188,235.56898,244.55074,241.20259,258.92877,257.782,259.09637,270.5198,269.51932,269.79694,293.20035,309.9599,315.03232,328.51544,337.3078,346.4272,348.2207,361.09222,373.91696,378.57245,400.6299,403.2712,421.25485,412.18796,424.18542,432.51968,444.2228,455.9474,458.35287,463.49957
268.96802,226.17123,230.99265,241.73883,238.41058,255.37823,254.08913,255.95639,267.0379,265.6383,266.33652,288.93207,306.34094,311.4507,325.03375,333.95935,342.5984,344.66742,357.7431,369.72235,374.67044,396.84775,399.42636,418.14255,408.9611,420.39792,428.9369,440.5721,451.32767,454.35303,459.06592
286.2627,293.93295,320.34692,317.2971,317.95746,324.44632,326.17932,328.0832,336.16833,350.1935,345.8781,365.843,386.58286,394.08524,407.47897,418.29584,435.4481,443.2874,458.40683,472.52548,493.4357,521.67944,525.35815,541.7376,540.1855,565.992,594.63153,589.71826,600.1003,601.97894,591.17194
272.27487,262.22742,279.65402,279.7111,280.7391,296.51266,296.2931,297.33994,305.88116,313.504,308.60913,334.4948,353.4311,359.2563,373.35736,380.82092,394.24036,400.743,411.58194,429.44992,438.96002,463.20413,472.00287,483.0328,481.43225,497.30878,515.04,521.56757,530.4673,533.6157,532.4688
334.61203,360.32965,371.92554,368.1395,373.4156,377.23553,378.21207,376.7228,391.78842,392.46848,406.9375,420.73093,428.57718,443.6805,456.8942,469.3617,482.89667,494.69824,508.47842,524.6893,544.6789,572.9634,573.6732,591.44946,591.70917,625.5353,651.7767,638.44696,657.04065,658.23444,652.7836
939.0205,1251.9359,1254.2155,1127.268,1151.296,1148.1648,1296.0449,1270.2882,1252.3323,1218.9727,1309.4395,1281.4905,1271.1093,1259.2506,1273.5986,1307.3196,1339.3479,1379.0554,1362.8273,1375.2806,1397.4795,1379.725,1331.2474,1320.8146,1394.5317,1441.415,1471.5876,1512.9445,1542.1589,1563.1503,1592.5497
253.76804,245.84357,269.33652,271.39157,271.6617,287.59198,286.47763,288.8515,297.28717,302.33267,297.022,324.75436,344.33594,349.2517,363.9024,370.3804,384.31943,390.91016,400.76477,417.50574,428.52615,452.80957,459.62115,472.71246,470.95627,483.24405,501.1664,511.3311,516.1425,519.3143,517.5917
526.07916,538.99097,558.9152,554.95355,561.6656,561.9218,568.43536,577.522,591.77826,594.99817,604.2934,603.46265,638.46564,643.77454,669.264,681.1266,691.66815,705.23206,712.24506,739.6647,774.9153,785.1736,780.1264,801.65656,806.8714,849.3086,869.1192,865.5277,889.8862,895.4205,897.35425
336.78378,361.9917,365.99014,359.8027,362.46005,366.99704,368.6648,365.9825,380.17267,383.61322,395.2472,409.67538,419.3916,431.99878,445.2696,456.60806,470.0833,480.42627,495.52347,510.09497,528.15045,556.62823,558.76385,572.9072,569.5155,605.31024,623.8771,609.9736,634.0422,636.44165,636.3151
278.27216,282.23676,310.25806,308.31598,308.92493,317.26553,318.5686,320.75644,328.3118,342.25623,336.2178,358.16092,379.84732,386.20508,399.67105,410.21466,426.10406,433.9324,447.8933,462.69083,482.12115,510.06796,514.90564,529.94,529.0615,551.66144,581.55304,578.2308,585.758,589.2253,577.1325
397.99997,398.79822,396.1306,385.12512,382.8122,384.1419,383.95975,378.28412,392.6609,395.32993,408.88345,422.52396,432.75812,446.5315,459.46704,470.6315,483.40756,494.0881,510.3452,524.9248,541.81396,568.3145,571.8236,583.92706,576.68665,613.7731,625.326,607.4393,637.1311,641.4838,650.24005
320.5343,324.6613,345.8725,342.07867,341.73795,342.6444,347.58087,347.10205,355.74112,369.42105,369.20123,384.4008,405.78873,415.4088,429.55008,441.5048,460.67242,472.15207,487.44113,502.83334,528.38983,556.42114,557.6474,577.575,575.9974,607.0058,634.026,626.9282,642.87335,640.46204,632.739
764.27527,681.1513,653.61615,652.7121,666.7021,663.18646,677.69476,680.4901,690.8895,690.3013,706.16864,711.3458,735.1116,763.7298,777.46136,791.5302,807.69556,819.8406,819.63965,844.96783,881.84143,885.28754,882.052,904.621,911.48944,950.0321,975.49896,970.9221,994.8137,1010.06036,1016.9895
338.36722,345.4506,367.55142,362.16086,362.2447,359.74707,364.66235,362.95068,372.9456,385.27557,387.87228,401.5647,422.15475,433.21884,449.0545,462.43906,482.5093,495.81375,512.1622,529.93805,558.0937,585.17413,585.52954,607.6688,607.56366,640.3491,669.2258,661.8466,678.68854,673.369,666.8174
315.9644,339.60477,363.27057,355.78494,355.52505,353.49307,358.65308,357.8086,367.29193,381.52374,380.6091,395.4364,418.34198,426.93073,443.97662,456.89813,477.57382,490.14993,506.80252,523.6524,553.17377,579.0512,578.4252,601.8306,600.79205,632.5501,663.1844,654.8676,670.1928,665.5468,656.76605
469.20258,490.9579,495.97458,493.59167,499.84332,500.6981,505.1918,510.10324,529.2931,526.324,545.81396,545.86755,569.13416,581.27496,603.08887,610.7367,619.711,631.77704,639.04236,659.6261,687.50824,705.9238,700.89453,719.2687,716.52924,760.38086,773.1584,751.3926,788.38806,792.2682,802.3136
321.51276,360.3656,333.68497,328.40836,326.22992,335.10623,334.72638,331.20084,347.14685,357.74414,356.3095,375.14102,389.23233,392.7379,409.44775,419.74014,436.014,439.60358,459.34875,472.20282,488.0248,516.66656,516.273,528.4057,525.07666,556.7373,568.24994,563.52246,583.96515,587.07263,589.08203
719.63403,638.1031,626.4978,636.67255,650.27875,646.873,661.35583,666.7459,678.6994,678.70953,692.24493,696.47345,723.06366,746.7994,761.4834,774.8428,789.6972,800.93604,801.6747,827.2003,864.4874,868.7853,864.1065,886.0204,889.41504,929.89514,951.3888,944.5743,971.3298,985.1928,993.34766
767.9069,676.24585,654.7584,663.5714,681.82935,677.6075,696.0567,701.4904,712.36804,710.2792,724.3118,730.0517,754.8985,783.5364,795.71533,810.78284,826.47375,838.8099,837.3245,862.6729,899.5255,902.18634,898.041,918.4281,923.44684,962.57733,985.61194,978.7925,1006.9907,1022.62024,1030.4845
354.07187,381.05106,388.85657,382.70493,386.07495,388.15067,388.63406,386.95105,402.10446,403.36743,417.24326,430.46762,440.5195,454.96,469.69284,482.17825,496.28647,508.7412,523.77075,540.2337,562.2422,590.12976,591.28894,607.48126,606.08466,642.0587,663.4865,648.3476,673.0666,672.7714,671.5335
311.35114,397.88052,363.76614,383.91592,385.02777,404.35245,382.30112,385.12668,408.7049,399.4567,431.25006,441.63275,429.5436,455.0345,465.25064,479.07962,493.90854,499.67273,513.7594,539.5416,543.7276,568.99884,565.05615,598.0434,614.6925,633.8861,698.2725,700.237,670.4344,684.6026,654.8765
283.97382,238.0258,236.1983,244.53357,241.7152,259.66193,259.50616,260.53632,271.92633,270.7527,271.34863,294.67343,310.58682,316.2269,329.2316,338.1247,347.07037,348.62268,360.92706,374.0435,378.5208,400.096,402.57825,420.52286,411.83237,424.1154,431.62854,443.09824,455.86295,458.32855,463.87375
334.672,395.0076,378.70166,389.73688,397.3752,414.1775,393.5228,395.4976,419.6881,409.4815,442.82077,453.16614,441.1442,466.02002,477.32654,490.4178,505.76245,511.99545,525.1962,551.51074,557.9481,581.2666,578.1357,610.2045,627.8897,648.60297,710.57,715.8765,688.2333,697.4542,670.5511
353.71237,347.52945,338.64462,330.75858,335.1245,347.84427,347.9125,343.8797,358.26172,360.62292,374.14954,391.33475,394.3123,404.46997,414.55237,424.43307,434.05502,437.6979,450.70648,467.1079,472.7913,496.69507,503.775,512.8166,510.92203,542.6562,557.0093,548.053,569.40186,576.755,581.00055
356.93375,404.91388,400.6844,406.91608,417.98312,433.0011,410.39096,415.26312,438.83447,427.88016,463.38882,473.7155,461.082,486.66458,499.56876,512.40106,530.66,536.8224,549.6084,579.2418,589.2031,609.91516,607.3869,641.65094,664.96234,681.24805,750.06244,766.1362,725.61206,730.27026,697.2747
350.12872,285.14755,278.81458,277.109,280.064,297.95718,301.30664,301.96753,309.77246,314.51624,315.7277,339.29495,354.16327,363.8728,374.897,382.3826,393.26776,399.13513,407.9247,425.55527,433.54144,455.58304,464.9197,476.8362,474.6038,492.4307,504.43085,511.34064,525.5511,528.89233,531.0916
271.2382,257.0179,273.4779,274.98074,275.82263,291.97415,292.19772,293.48538,302.01944,308.26712,303.46457,329.62875,348.93268,354.8447,368.6686,375.81763,388.9906,395.62695,405.8396,423.15424,432.7798,456.755,464.98203,476.65234,473.98865,489.03223,504.25327,512.80286,522.22485,524.7334,524.83075
332.07547,348.96976,363.0545,360.5655,366.26666,370.99164,372.74722,371.277,385.37784,386.38266,400.5878,414.98056,422.2949,437.49387,449.83084,461.69424,474.90698,486.30673,499.52023,515.2132,533.8583,562.58496,564.56555,581.5156,581.39557,614.9313,641.10364,628.3479,645.77625,647.78125,642.37225
286.76358,282.75372,299.97293,298.95026,300.5585,312.3144,312.77444,313.8938,322.33228,333.36752,330.1417,352.8235,371.81857,378.84485,391.4959,401.11652,415.39352,421.6893,435.0106,451.71878,464.72656,490.51846,499.1422,509.73557,508.4318,529.9065,552.61896,551.2689,563.2075,567.32916,561.5401
261.08435,247.51329,269.51395,272.04004,272.50626,288.32083,287.70328,289.77036,298.19394,303.62558,298.32812,325.51215,345.3799,350.76974,365.02133,371.71603,385.4402,392.10574,401.92822,418.80533,429.63675,453.7942,460.99658,473.91495,472.1996,484.91257,502.6601,512.50604,518.1923,521.1824,519.50507
259.5612,241.74081,257.9631,262.3476,261.19427,277.98785,277.35046,279.082,288.64664,291.88742,287.55844,314.343,334.2566,339.41782,353.4192,359.69247,373.09406,378.28638,388.48947,403.92776,413.37955,436.71024,443.03366,456.92184,451.99673,464.31754,475.94467,489.0074,497.4535,498.76352,500.50894
338.19028,367.38446,373.25534,367.44052,370.80734,374.30557,375.55106,373.2651,388.21832,390.54544,403.16098,416.8466,426.6494,440.00656,453.85272,465.95468,479.51492,490.86365,505.9161,521.2247,541.23584,569.6161,570.5387,586.2496,584.0977,619.6836,640.35376,626.04724,649.72815,650.94385,649.05707
414.6885,407.97525,432.33392,429.53094,433.26825,425.10645,426.88882,424.5149,433.1576,441.15656,449.87903,459.52237,482.9922,495.72714,515.65845,532.0901,555.4899,572.8491,590.28705,615.52344,652.65497,678.75934,683.5843,707.5676,712.4552,754.6344,776.3243,775.1526,797.5989,789.8551,793.2314
605.24976,540.50494,598.02637,607.7001,623.60394,612.2182,643.1755,651.9012,661.61725,670.3863,672.20447,675.758,719.0978,717.50714,741.31177,758.2106,767.9187,777.6532,781.021,811.8277,844.45605,843.20764,835.80304,858.2655,846.31946,904.3034,893.2715,897.64844,946.2297,933.8203,961.09467
617.3716,546.5403,606.7567,616.94366,633.2912,621.5254,654.4668,663.1969,672.0737,679.67236,682.51746,685.78705,727.73755,727.4825,750.59735,768.18866,777.95355,787.6501,790.09314,822.15985,854.1679,852.36487,845.3504,867.52637,856.4494,913.7658,904.0232,908.84607,956.72266,945.25037,971.84015
455.80676,489.052,491.678,488.36853,494.6093,496.28296,501.34912,506.83652,526.4597,522.69464,542.0902,542.5132,565.6033,576.55774,598.45544,605.63544,613.84973,625.65955,633.2616,652.64124,680.3072,700.021,695.1985,711.9455,707.89276,752.4786,763.9435,739.2652,778.4731,782.4582,792.8964
378.04034,373.85474,362.512,354.81613,360.05728,373.18793,371.39505,366.03394,384.82144,380.59683,402.25403,416.29996,414.7125,427.48145,437.90814,447.4791,455.97906,460.28116,473.35547,488.51562,493.06924,518.39124,522.487,532.582,529.0541,567.5644,580.31757,564.16656,590.81323,598.91766,606.2969
301.22922,346.0453,372.47156,360.73276,362.5602,357.54877,364.25592,363.70398,373.29013,389.23453,384.74457,400.32227,426.65576,431.4004,452.87125,465.36246,487.61746,499.88904,516.56573,534.84937,567.6855,590.0157,588.2278,616.0026,612.8449,645.89374,680.0917,669.65405,683.4608,678.4664,667.04346
288.5348,320.89767,349.45847,339.8744,340.2851,339.88086,345.25082,345.90698,354.04373,370.73697,364.35168,381.6751,407.67776,412.17734,430.53796,441.95602,463.11493,473.73236,489.50845,505.07648,535.1745,559.3372,557.8805,583.0858,579.70245,609.7046,643.2675,633.7194,645.21344,643.8178,630.1721
703.14703,614.96,593.22766,595.46576,606.52515,601.9662,608.9726,610.1904,624.19,622.6975,645.52106,646.8056,669.08417,696.37897,709.72516,721.2277,732.56134,743.4506,746.62286,772.5461,803.97003,811.3118,805.27454,830.3726,831.30286,872.95135,889.8657,883.9204,911.00714,921.8435,935.4635
728.3363,648.9565,635.4041,643.73584,658.3373,654.8632,670.1664,675.21277,686.1927,686.67786,700.00507,704.62354,730.84576,755.9429,770.3892,784.38135,800.1419,811.7877,811.9762,837.5397,875.1977,879.0319,875.02606,896.8165,901.7499,941.18646,964.6679,958.8235,984.28656,998.5443,1005.5431
880.2361,1051.4772,1083.4568,1090.6392,1145.9287,1126.1013,1204.0564,1194.1038,1182.2554,1193.6565,1226.6019,1203.3365,1246.7616,1264.287,1271.8416,1283.1981,1317.9703,1351.9557,1349.5238,1362.1764,1392.883,1374.8218,1330.0901,1324.8198,1385.2936,1413.3796,1469.7806,1517.9386,1529.3334,1555.9302,1560.593
382.5917,383.56866,377.25824,367.2275,367.58542,373.75452,373.86868,368.67154,384.34015,385.7377,400.83957,415.13455,421.68106,434.73233,446.4597,456.92453,468.6716,476.8806,491.45587,505.6517,517.82465,543.6756,546.7808,558.7081,552.8713,590.328,603.4418,587.30304,614.7932,620.68805,628.0317
450.9782,479.58337,479.21872,475.53198,480.82776,482.69162,485.87494,490.03256,510.7982,505.20435,526.3004,527.4056,548.26166,559.757,581.67615,588.58344,597.5664,609.39014,617.12885,636.3992,662.47644,683.0492,677.7304,694.3235,690.1619,734.6837,745.71674,720.66034,760.8631,764.057,773.78955
374.38995,370.2745,363.0982,353.55927,354.6119,362.4747,363.35287,358.7544,373.2974,376.02994,389.68906,405.09476,411.07025,423.03317,434.27975,444.29333,456.08472,462.5981,476.87534,490.85425,500.89166,526.6443,531.71136,542.7162,537.98303,573.7715,587.63605,573.6535,599.1524,605.7119,611.58453
247.54184,219.04457,237.1354,247.44429,244.07483,260.34534,258.37585,261.37802,270.9431,270.64,270.0096,293.99124,313.86627,318.15463,332.2662,340.50665,350.6512,354.1138,366.2865,378.52112,386.51907,410.34653,413.20074,431.0585,423.37048,432.81714,444.4934,457.76895,464.83426,467.37878,469.98557
615.9219,633.6224,639.51917,628.5723,628.8037,631.93933,640.7198,636.7607,643.9344,644.7782,655.70074,664.20465,685.7681,705.0664,723.6867,735.0568,754.38293,770.30707,778.32965,801.74115,841.7322,857.67194,864.4878,892.41797,911.9554,950.9424,999.75275,1010.4055,1022.86597,1035.6989,1033.0077
452.16272,467.46365,485.41956,486.99774,490.52478,474.16064,490.27454,489.5239,503.59103,529.7419,520.81525,522.54535,591.1011,581.7959,621.7474,639.7846,657.6307,675.555,689.6454,706.8897,753.9587,761.6748,755.0583,774.338,755.85895,810.38434,794.5135,780.12854,837.32086,810.5932,843.2416
273.3692,281.30673,309.298,306.28275,306.60074,315.38953,316.44162,318.68958,326.17413,340.4101,333.2299,355.97424,378.38458,383.7271,397.81308,408.08878,424.06943,431.6479,445.89297,460.73224,479.88138,507.6867,512.453,526.721,525.2321,547.4893,576.54504,573.0206,581.1382,584.9146,573.2281
312.5487,268.69394,268.42633,268.7379,269.73547,288.3939,290.63995,290.9619,300.3077,303.7191,302.21634,327.3918,343.44217,351.11652,363.23178,370.21353,381.98273,386.91992,396.36652,413.40152,420.58215,442.25348,449.7167,462.25577,457.9004,474.32312,482.24442,492.2605,507.02118,508.965,513.3622
287.24823,236.25076,231.26038,240.07762,236.74223,254.05939,253.6882,254.91432,266.59497,264.9839,266.12802,288.25397,304.18677,309.61673,322.89178,332.03812,340.25275,341.4971,354.5787,366.87296,370.23117,391.65213,393.906,412.66907,403.1539,415.71353,422.49136,433.47922,446.08527,449.24167,455.35556
266.71988,216.85362,222.15953,234.14093,230.71115,246.27487,244.62955,247.04573,258.02917,255.56715,257.7838,278.54462,296.06268,300.6748,314.64282,324.16672,331.83365,333.73734,348.03793,358.47263,362.3165,384.6249,386.83835,406.84488,396.75064,408.539,416.55695,427.42517,436.8499,441.20477,446.74854
